Line	Source	BiGG	MNXM	Stuff	
12: bigg.metabolite:	oh1	MNXM02	Hydroxideion
205227: bigg.metabolite:	1agpc205	MNXM1091654	1-20:5(5Z,8Z,11Z,14Z,17Z)-2-lysophosphatidylcholine
205230: bigg.metabolite:	1agpc226	MNXM1091655	1-22:6(4Z,7Z,10Z,13Z,16Z,19Z)-2-lysophosphatidylcholine
205233: bigg.metabolite:	1agpe182	MNXM1091656	1-18:2(9Z,12Z)-2-lysophosphatidylethanolamine
205236: bigg.metabolite:	1agpe205	MNXM1091657	1-20:5(5Z,8Z,11Z,14Z,17Z)-2-lysophosphatidylethanolamine
205239: bigg.metabolite:	1agpe226	MNXM1091658	1-22:6(4Z,7Z,10Z,13Z,16Z,19Z)-2-lysophosphatidylethanolamine
205242: bigg.metabolite:	1docos4710131619eg3p	MNXM1091659	1-4,7,10,13,16,19-Docosahexaenoyl-sn-glycerol-3-phosphate
205247: bigg.metabolite:	1eicos58111417eg3p	MNXM1091660	1-(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoyl-sn-glycerol-3-phosphate
205250: bigg.metabolite:	1gCELLWALL	MNXM1091661	1gCELLWALL
205253: bigg.metabolite:	1gCELLWALL2	MNXM1091662	1gCELLWALL2
205256: bigg.metabolite:	1gDNA	MNXM1091663	1gDNA
205259: bigg.metabolite:	1gDNA2	MNXM1091664	1gDNA2
205262: bigg.metabolite:	1gLIPIDS	MNXM1091665	1gLIPIDS
205265: bigg.metabolite:	1gLIPIDS2	MNXM1091666	1gLIPIDS2
205268: bigg.metabolite:	1gLIPIDSr	MNXM1091667	1gLIPIDSr
205271: bigg.metabolite:	1gMeasuredSolutes	MNXM1091668	1gMeasuredSolutes
205274: bigg.metabolite:	1gMeasuredSolutes2	MNXM1091669	1gMeasuredSolutes2
205279: bigg.metabolite:	1gOtherSolutes2	MNXM1091670	1gOtherSolutes2
205282: bigg.metabolite:	1gOtherSolutes_r	MNXM1091671	1gOtherSolutesr
205285: bigg.metabolite:	1gPROTEIN	MNXM1091672	1gPROTEIN
205288: bigg.metabolite:	1gPROTEIN2	MNXM1091673	1gPROTEIN2
205291: bigg.metabolite:	1gRNA	MNXM1091674	1gRNA
205294: bigg.metabolite:	1gRNA2	MNXM1091675	1gRNA2
205297: bigg.metabolite:	1gUnmeasuredSolutes	MNXM1091676	1gUnmeasuredSolutes
205300: bigg.metabolite:	1h2nap	MNXM1091677	1-Hydroxy-2-naphthoate
205303: bigg.metabolite:	1hibup__S	MNXM1091678	1-hydroxyS-ibuprofen
205306: bigg.metabolite:	1hibupglu__S	MNXM1091679	1-hydroxyS-ibuprofen-glucuronide
205309: bigg.metabolite:	1pqq	MNXM1091680	62amino2carboxylatoethyl7hydroxy8oxo123478hexahydroquinoline24dicarboxylate
205312: bigg.metabolite:	1py4h3c	MNXM1091681	1pyrroline4hydroxy2carboxylate
205315: bigg.metabolite:	23btdl	MNXM1091682	Butane-2,3-diol
205318: bigg.metabolite:	23oxsucc	MNXM1091683	2-hydroxy-3-oxosuccinate(2-)
205321: bigg.metabolite:	23tart	MNXM1091684	(2R,3S)-tartrate
205324: bigg.metabolite:	2a3o4pob	MNXM1091685	2-Amino-3-oxo-4-phosphonooxybutyrate
205327: bigg.metabolite:	2aeppn	MNXM1091686	2Aminoethylphosphonate
205330: bigg.metabolite:	2bdgsglyc	MNXM1091687	2-beta-D-Glucosyl-sn-glycerol
205333: bigg.metabolite:	2beACP	MNXM1091688	But2enoylacylcarrierprotein
205336: bigg.metabolite:	2beacp	MNXM1091689	But2enoylacylcarrierprotein
205339: bigg.metabolite:	2c4mthzep	MNXM1091690	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethylphosphate
205342: bigg.metabolite:	2chdeacp	MNXM1091691	CisHexadec2enoylacylcarrierprotein
205345: bigg.metabolite:	2cocdacp	MNXM1091692	CisOctadec2enoylacylcarrierprotein
205348: bigg.metabolite:	2ctdeacp	MNXM1091693	CisTetradec2enoylacylcarrierprotein
205351: bigg.metabolite:	2ddara	MNXM1091694	2-dehydro-3-deoxy-D-arabinonate
205354: bigg.metabolite:	2dmmq4	MNXM1091695	2-Demethylmenaquinone4
205357: bigg.metabolite:	2h24pdn	MNXM1091696	2h24pdnc
205360: bigg.metabolite:	2h3mb	MNXM1091697	2hydroxy3methylbutanoate
205363: bigg.metabolite:	2h3mp	MNXM1091698	2hydroxy3methylpentanoate
205366: bigg.metabolite:	2hadnt	MNXM1091699	2Hydroxylamino46dinitrotoluene
205369: bigg.metabolite:	2hetdp	MNXM1091700	2-(alpha-Hydroxyethyl)thiaminediphosphate
205372: bigg.metabolite:	2hibup__R	MNXM1091702	2-hydroxy-R-ibuprofen
205375: bigg.metabolite:	2hibup__S	MNXM1091703	2-hydroxy-S-ibuprofen
205378: bigg.metabolite:	2hibupglu__S	MNXM1091704	2-hydroxyS-ibuprofen-glucuronide
205381: bigg.metabolite:	2hptcl	MNXM1091705	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate
205384: bigg.metabolite:	2hptcoa	MNXM1091706	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA
205387: bigg.metabolite:	2hxic__L	MNXM1091707	L2hydroxyisocaproate
205390: bigg.metabolite:	2ip3os	MNXM1091708	(2S)-2-isopropyl-3-oxosuccinate
205393: bigg.metabolite:	2m35mdntha	MNXM1091709	N2methyl35dinitrophenyl4methyl35dinitroaniline
205398: bigg.metabolite:	2m3os	MNXM1091710	2-methyl-3-oxosuccinate(2-)
205401: bigg.metabolite:	2m6sbenzq	MNXM1091711	2-Methyl-6-solanyl-1,4-benzoquinol
205404: bigg.metabolite:	2m6solbzq	MNXM1091712	2-Methyl-6-solanyl-1,4-benzoquinol
205407: bigg.metabolite:	2mb_p	MNXM1091713	2methylbutanoylp
205410: bigg.metabolite:	2mba	MNXM1091714	2methylbutanoicacid
205413: bigg.metabolite:	2mbutACP	MNXM1091715	2-methylbutyryl-ACP
205416: bigg.metabolite:	2mehbtpp	MNXM1091716	2-Methyl-1-hydroxybutyl-TPP
205419: bigg.metabolite:	2mehtpp	MNXM1091717	2-Methyl-1-hydroxypropyl-TPP
205422: bigg.metabolite:	2mm	MNXM1091718	2-Methylmaleate
205425: bigg.metabolite:	2mm__R	MNXM1091719	(R)-2-Methylmalate
205430: bigg.metabolite:	2mpa	MNXM1091720	2methylpropanoicacid
205433: bigg.metabolite:	2np6mep	MNXM1091721	2-nonaprenyl-6-methoxyphenol
205436: bigg.metabolite:	2np6mobq	MNXM1091722	2-nonaprenyl-6-methoxy-1,4-benzoquinone
205439: bigg.metabolite:	2npmhmobq	MNXM1091723	2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
205442: bigg.metabolite:	2o3h4pbut	MNXM1091724	2-Oxo-3-hydroxy-4-phosphobutanoate
205447: bigg.metabolite:	2ogm	MNXM1091725	2-Oxoglutaramate
205448: bigg.metabolite:	HC00591	MNXM1091725	2-oxoglutaramate
205473: bigg.metabolite:	2oxosucc	MNXM1091726	2-Oxosuccinamate
205476: bigg.metabolite:	2pqq	MNXM1091727	62amino2carboxylatoethyl1234tetrahydroquinoline24dicarboxylate
205479: bigg.metabolite:	2ptcoa	MNXM1091728	2PentenoylCoA
205482: bigg.metabolite:	2tddACP	MNXM1091729	TransDodec2enoylacylcarrierprotein
205487: bigg.metabolite:	2tddacp	MNXM1091730	TransDodec2enoylacylcarrierprotein
205490: bigg.metabolite:	2tdeACP	MNXM1091731	TransDec2enoylacylcarrierprotein
205493: bigg.metabolite:	2tdeacp	MNXM1091732	TransDec2enoylacylcarrierprotein
205496: bigg.metabolite:	2thdeacp	MNXM1091733	TransHexadec2enoylacylcarrierprotein
205499: bigg.metabolite:	2theACP	MNXM1091734	TransHex2enoylacp
205502: bigg.metabolite:	2theacp	MNXM1091735	TransHex2enoylacp
205505: bigg.metabolite:	2tocdACP	MNXM1091736	TransOctadec2enoylacylcarrierprotein
205508: bigg.metabolite:	2tocdacp	MNXM1091737	TransOctadec2enoylacylcarrierprotein
205511: bigg.metabolite:	2toceACP	MNXM1091738	TransOct2enoylacp
205514: bigg.metabolite:	2toceacp	MNXM1091739	TransOct2enoylacp
205519: bigg.metabolite:	2ttdeacp	MNXM1091740	TransTetradec2enoylacylcarrierprotein
205522: bigg.metabolite:	33hmeoxobut	MNXM1091741	2-Oxo-3-hydroxyisovalerate
205525: bigg.metabolite:	34dhsa	MNXM1091742	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
205528: bigg.metabolite:	34dphacoa	MNXM1091743	3,4-dihydroxyphenylacetyl-CoA
205531: bigg.metabolite:	35dnta	MNXM1091744	NNbis35dinitrotolylamine
205534: bigg.metabolite:	38ch2gtp	MNXM1091745	(8S)-3',8-cyclo-7,8-dihydroguanosine5'-triphosphate
205537: bigg.metabolite:	3_rhma13unaga	MNXM1091746	3nRhamnosylalfa13Nacetylglucosamineundecaprenyldiphosphate
205540: bigg.metabolite:	3a2oprop	MNXM1091747	3-Amino-2-oxopropylphosphate
205543: bigg.metabolite:	3a2oxpp	MNXM1091748	3-Amino-2-oxopropylphosphate
205546: bigg.metabolite:	3c1ht	MNXM1091749	3-Carboxy-1-hydroxypropyl-ThPP
205551: bigg.metabolite:	3dhcdchol	MNXM1091750	3-Dehydrochenodeoxychollycacid||7oxo-3alpha-hydroxy-5beta-cholan-24-oicacid
205554: bigg.metabolite:	3dhchol	MNXM1091751	3-Dehydrocholicacid||3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oicacid
205557: bigg.metabolite:	3dhdchol	MNXM1091752	3-dehydro-Deoxycholate
205560: bigg.metabolite:	3dhlchol	MNXM1091753	3-dehydro-Lithocholate
205563: bigg.metabolite:	3g12dgr_MRSA	MNXM1091754	1,2-diacyl-3-O-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)-sn-glycerol
205566: bigg.metabolite:	3h3mop	MNXM1091755	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
205569: bigg.metabolite:	3h4atb	MNXM1091756	3Hydroxy4acetylthiobutanoicacid
205572: bigg.metabolite:	3h4atbcoa	MNXM1091757	3Hydroxy4acetylthiobutanylCoA
205575: bigg.metabolite:	3h6athcoa	MNXM1091758	3Hydroxy6acetylthiohexanoylCoA
205578: bigg.metabolite:	3hasp__L	MNXM1091759	Erythro3HydroxyLaspartate
205583: bigg.metabolite:	3hbACP	MNXM1091760	3R3Hydroxybutanoylacylcarrierprotein
205586: bigg.metabolite:	3hbacp	MNXM1091761	3R3Hydroxybutanoylacylcarrierprotein
205589: bigg.metabolite:	3hbutcoa	MNXM1091762	S3HydroxybutyrylCoA
205592: bigg.metabolite:	3hbz	MNXM1091763	3-Hydroxybenzoate
205595: bigg.metabolite:	3hbzcoa	MNXM1091764	3-hydroxybenzoyl-CoA
205598: bigg.metabolite:	3hd6coa	MNXM1091765	3-hydroxy-(6Z)-dodecenoyl-CoA
205601: bigg.metabolite:	3hdc69coa	MNXM1091766	3-hydroxy-(6Z,9Z)-decadienoyl-CoA
205604: bigg.metabolite:	3hdc6coa	MNXM1091767	3-hydroxy-(6Z)-decenoyl-CoA
205607: bigg.metabolite:	3hdc7coa	MNXM1091768	3-hydroxy-(7Z)-decenoyl-CoA
205610: bigg.metabolite:	3hdcos710131619coa	MNXM1091769	3-hydroxy-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
205613: bigg.metabolite:	3hdcscoa	MNXM1091770	3-hydroxydocosanoyl-CoA
205616: bigg.metabolite:	3hdd5811coa	MNXM1091771	3-hydroxy-(5Z,8Z,11Z)-dodecatrienoyl-CoA
205619: bigg.metabolite:	3hdd58coa	MNXM1091772	3-hydroxy-(5Z,8Z)-dodecadienoyl-CoA
205622: bigg.metabolite:	3hdd5coa	MNXM1091773	3-hydroxy-(5Z)-dodecenoyl-CoA
205625: bigg.metabolite:	3hdd69coa	MNXM1091774	3-hydroxy-(6Z,9Z)-dodecadienoyl-CoA
205628: bigg.metabolite:	3hdd6coa	MNXM1091775	S3hydroxy6ZdodedecenylCoA
205631: bigg.metabolite:	3hddACP	MNXM1091776	R3Hydroxydodecanoylacylcarrierprotein
205634: bigg.metabolite:	3hddacp	MNXM1091777	3Hydroxydodecanoylacylcarrierprotein
205637: bigg.metabolite:	3hddccoa	MNXM1091778	S3hydroxy5ZdodedecenylCoA
205640: bigg.metabolite:	3hdeACP	MNXM1091779	3R3Hydroxydecanoylacylcarrierprotein
205643: bigg.metabolite:	3hdeacp	MNXM1091780	3R3Hydroxydecanoylacylcarrierprotein
205646: bigg.metabolite:	3hdec4coa	MNXM1091781	3Hydroxy4ZdecenoylCoA
205649: bigg.metabolite:	3hdocoscoa	MNXM1091782	3-hydroxydocosanoyl-CoA
205652: bigg.metabolite:	3hechin	MNXM1091783	3-Hydroxyechinenone
205655: bigg.metabolite:	3heico58111417coa	MNXM1091784	3-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA
205658: bigg.metabolite:	3heico581114coa	MNXM1091785	3-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA
205661: bigg.metabolite:	3heicoscoa	MNXM1091786	3-hydroxyeicosanoyl-CoA
205664: bigg.metabolite:	3hgmeACP	MNXM1091787	3-Hydroxyglutaryl-ACPmethylester
205667: bigg.metabolite:	3hh5coa	MNXM1091788	3-hydroxy-(5Z)-hexenoyl-CoA
205670: bigg.metabolite:	3hhACP	MNXM1091789	R3Hydroxyhexanoylacp
205673: bigg.metabolite:	3hhacp	MNXM1091790	3Hydroxyhexanoylacp
205676: bigg.metabolite:	3hhd58coa	MNXM1091791	S3hydroxy5Z8ZtetradecedienylCoA
205679: bigg.metabolite:	3hhd691215coa	MNXM1091792	3-hydroxy-(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA
205682: bigg.metabolite:	3hhd6912coa	MNXM1091793	3-hydroxy-(6Z,9Z,12Z)-hexadecatrienoyl-CoA
205685: bigg.metabolite:	3hhd71013coa	MNXM1091794	3-hydroxy-(7Z,10Z,13Z)-hexadecatrienoyl-CoA
205688: bigg.metabolite:	3hhd710coa	MNXM1091795	3-hydroxy-(7Z,10Z)-hexadecadienoyl-CoA
205691: bigg.metabolite:	3hhd7coa	MNXM1091796	3-hydroxy-(7Z)-hexadecenoyl-CoA
205694: bigg.metabolite:	3hhd912coa	MNXM1091797	3-hydroxy-(9Z,12Z)-hexadecadienoyl-CoA
205697: bigg.metabolite:	3hhd9coa	MNXM1091798	3-hydroxy-(9Z)-hexadecenoyl-CoA
205700: bigg.metabolite:	3hhdccoa	MNXM1091799	S3hydroxy9ZhexadecenylCoA
205703: bigg.metabolite:	3hhdd4coa	MNXM1091800	S3hydroxy4ZhexadecenylCoA
205706: bigg.metabolite:	3hhdd7coa	MNXM1091801	S3hydroxy7ZhexadecenylCoA
205709: bigg.metabolite:	3hhpcoa	MNXM1091802	3HydroxyheptanoylCoA
205712: bigg.metabolite:	3hibup__R	MNXM1091803	3-hydroxyR-ibuprofen
205715: bigg.metabolite:	3hibup__S	MNXM1091804	3-hydroxyS-ibuprofen
205718: bigg.metabolite:	3hibupglu__S	MNXM1091805	3-hydroxyS-ibuprofen-glucuronide
205721: bigg.metabolite:	3hlnlccoa	MNXM1091806	S3hydroxy9Z12ZoctadecedienylCoA
205724: bigg.metabolite:	3hlvstacid	MNXM1091807	3''-hydroxy-lovastatinacidform
205727: bigg.metabolite:	3hmcat	MNXM1091808	4-Hydroxymethylcatechol
205730: bigg.metabolite:	3hnonacoa	MNXM1091809	3HydroxynonanoylCoA
205733: bigg.metabolite:	3hoc5coa	MNXM1091810	3-hydroxy-(5Z)-octenoyl-CoA
205736: bigg.metabolite:	3hoc7coa	MNXM1091811	3-hydroxy-(7Z)-octenoyl-CoA
205739: bigg.metabolite:	3hocACP	MNXM1091812	R-3-Hydroxyoctanoyl-acyl-carrierprotein
205742: bigg.metabolite:	3hocacp	MNXM1091813	3Hydroxyoctanoylacylcarrierprotein
205745: bigg.metabolite:	3hocdacp	MNXM1091814	3R3Hydroxyoctadecanoylacylcarrierprotein
205748: bigg.metabolite:	3hod691215coa	MNXM1091815	3-hydroxy-(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA
205751: bigg.metabolite:	3hod6912coa	MNXM1091816	3-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA
205754: bigg.metabolite:	3hod91215coa	MNXM1091817	3-hydroxy-(9Z,12Z,15Z)-octadecatrienoyl-CoA
205757: bigg.metabolite:	3hod912coa	MNXM1091818	3-hydroxy-(9Z,12Z)-octadecadienoyl-CoA
205760: bigg.metabolite:	3hod9coa	MNXM1091819	3-hydroxy-(9Z)-octadecenoyl-CoA
205763: bigg.metabolite:	3hodACP	MNXM1091820	3-Hydroxyoctodecanoyl-ACP
205766: bigg.metabolite:	3hoddecACP	MNXM1091821	10-methyl-3-hydroxy-dodecanoyl-ACP
205769: bigg.metabolite:	3hodecoa	MNXM1091822	S3hydroxy9ZoctadecenylCoA
205772: bigg.metabolite:	3hpaACP	MNXM1091823	R-3-hydroxypalmitoyl-acyl-carrierprotein-
205775: bigg.metabolite:	3hpaacp	MNXM1091824	3R3Hydroxypalmitoylacylcarrierprotein
205778: bigg.metabolite:	3hpbcoa	MNXM1091825	3HydroxyphenylbutanoylCoA
205781: bigg.metabolite:	3hpdecacoa	MNXM1091826	3HydroxyphenyldecanoylCoA
205784: bigg.metabolite:	3hphpcoa	MNXM1091827	3HydroxyphenylheptanoylCoA
205787: bigg.metabolite:	3hphxacoa	MNXM1091828	3HydroxyphenylhexanoylCoA
205790: bigg.metabolite:	3hpmeACP	MNXM1091829	3-Hydroxypimeloyl-ACPmethylester
205793: bigg.metabolite:	3hpnonacoa	MNXM1091830	3HydroxyphenylnonanoylCoA
205796: bigg.metabolite:	3hpoctacoa	MNXM1091831	3HydroxyphenyloctanoylCoA
205799: bigg.metabolite:	3hpppnoh	MNXM1091832	3-(3-Hydroxy-Phenyl)PropionateHydroxyDerivative
205802: bigg.metabolite:	3hpppnohgluc	MNXM1091833	3-(3-Hydroxy-Phenyl)PropionateHydroxyDerivativeGlucuronide
205805: bigg.metabolite:	3hpptcoa	MNXM1091834	3HydroxyphenylpentanoylCoA
205808: bigg.metabolite:	3hptslacoa	MNXM1091835	S3hydroxy6ZoctadecenylCoA
205811: bigg.metabolite:	3hsa	MNXM1091836	Secophenol
205814: bigg.metabolite:	3htd5811coa	MNXM1091837	3-hydroxy-(5Z,8Z,11Z)-tetradecatrienoyl-CoA
205817: bigg.metabolite:	3htd58coa	MNXM1091838	3-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA
205820: bigg.metabolite:	3htd5coa	MNXM1091839	3-hydroxy-(5Z)-tetradecenoyl-CoA
205823: bigg.metabolite:	3htd71013coa	MNXM1091840	3-hydroxy-(7Z,10Z,13Z)-tetradecatrienoyl-CoA
205826: bigg.metabolite:	3htd710coa	MNXM1091841	3-hydroxy-(7Z,10Z)-tetradecadienoyl-CoA
205829: bigg.metabolite:	3htd7coa	MNXM1091842	3-hydroxy-(7Z)-tetradecenoyl-CoA
205832: bigg.metabolite:	3htdACP	MNXM1091843	3R3Hydroxytetradecanoylacylcarrierprotein
205835: bigg.metabolite:	3htdacp	MNXM1091844	3R3Hydroxytetradecanoylacylcarrierprotein
205838: bigg.metabolite:	3htdccoa	MNXM1091845	S3hydroxy7ZtetradecenylCoA
205841: bigg.metabolite:	3httccoa	MNXM1091846	3-hydroxytetracosanoyl-CoA
205844: bigg.metabolite:	3hvacccoa	MNXM1091847	3hydroxy11ZoctadecenylCoA
205847: bigg.metabolite:	3hvcoa	MNXM1091848	3-hydroxyvaleryl-CoA
205850: bigg.metabolite:	3hvegACP	MNXM1091849	3-Hydroxyveganoyl-ACP
205853: bigg.metabolite:	3ispvs	MNXM1091850	3-alpha-iso-pravastatin
205856: bigg.metabolite:	3kvcoa	MNXM1091851	3-ketovaleryl-CoA
205859: bigg.metabolite:	3m1hbtpp	MNXM1091852	3-Methyl-1-hydroxybutyl-TPP
205862: bigg.metabolite:	3mba	MNXM1091853	3methylbutanoicacid
205865: bigg.metabolite:	3mbal	MNXM1091854	3methylbutanal
205868: bigg.metabolite:	3mbutdhla	MNXM1091855	S3Methylbutanoyldihydrolipoamide
205871: bigg.metabolite:	3meacmp	MNXM1091856	3-methoxy-acetaminophen
205874: bigg.metabolite:	3mehacp	MNXM1091857	5-methyl-hexanoyl-ACP
205877: bigg.metabolite:	3npdhb	MNXM1091858	3-Nonaprenyl-4,5-dihydroxybenzoate
205880: bigg.metabolite:	3nphb	MNXM1091859	3-Nonaprenyl-4-hydroxybenzoate
205885: bigg.metabolite:	3o6athcoa	MNXM1091860	3Oxo6acetylthiohexanoylCoA
205888: bigg.metabolite:	3od69coa	MNXM1091861	3-oxo-(6Z,9Z)-dodecadienoyl-CoA
205891: bigg.metabolite:	3od6coa	MNXM1091862	3-oxo-(6Z)-dodecenoyl-CoA
205894: bigg.metabolite:	3odc69coa	MNXM1091863	3-oxo-(6Z,9Z)-decadienoyl-CoA
205897: bigg.metabolite:	3odc6coa	MNXM1091864	3-oxo-(6Z)-decenoyl-CoA
205900: bigg.metabolite:	3odc7coa	MNXM1091865	3-oxo-(7Z)-decenoyl-CoA
205903: bigg.metabolite:	3odcos710131619coa	MNXM1091866	3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
205906: bigg.metabolite:	3odd5811coa	MNXM1091867	3-oxo-(5Z,8Z,11Z)-dodecatrienoyl-CoA
205909: bigg.metabolite:	3odd58coa	MNXM1091868	3-oxo-(5Z,8Z)-dodecadienoyl-CoA
205912: bigg.metabolite:	3odd5coa	MNXM1091869	3oxo5ZtetradecenylCoA
205917: bigg.metabolite:	3odd5coc	MNXM1091870	3-oxo-(5Z)-dodecenoyl-CoA
205920: bigg.metabolite:	3odd6coa	MNXM1091871	3oxo6ZdodedecenylCoA
205923: bigg.metabolite:	3oddccoa	MNXM1091872	3oxo5ZdodedecenylCoA
205926: bigg.metabolite:	3odec4coa	MNXM1091873	3oxo4ZdecenoylCoA
205929: bigg.metabolite:	3odocoscoa	MNXM1091874	3-oxo-docosanoyl-CoA
205932: bigg.metabolite:	3oeico58111417coa	MNXM1091875	3-oxo-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA
205935: bigg.metabolite:	3oeico581114coa	MNXM1091876	3-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA
205938: bigg.metabolite:	3oeicoscoa	MNXM1091877	3-oxo-eicosanoyl-CoA
205941: bigg.metabolite:	3oh5coa	MNXM1091878	3-oxo-(5Z)-hexenoyl-CoA
205944: bigg.metabolite:	3ohacmp	MNXM1091879	3-hydroxy-acetaminophen
205947: bigg.metabolite:	3ohd58coa	MNXM1091880	3oxo5Z8ZtetradecdienylCoA
205950: bigg.metabolite:	3ohd691215coa	MNXM1091881	3-oxo-(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA
205953: bigg.metabolite:	3ohd6912coa	MNXM1091882	3-oxo-(6Z,9Z,12Z)-hexadecatrienoyl-CoA
205956: bigg.metabolite:	3ohd71013coa	MNXM1091883	3-oxo-(7Z,10Z,13Z)-hexadecatrienoyl-CoA
205959: bigg.metabolite:	3ohd710coa	MNXM1091884	3-oxo-(7Z,10Z)-hexadecadienoyl-CoA
205962: bigg.metabolite:	3ohd7coa	MNXM1091885	3-oxo-(7Z)-hexadecenoyl-CoA
205965: bigg.metabolite:	3ohd912coa	MNXM1091886	3-oxo-(9Z,12Z)-hexadecadienoyl-CoA
205968: bigg.metabolite:	3ohd9coa	MNXM1091887	3-oxo-(9Z)-hexadecenoyl-CoA
205971: bigg.metabolite:	3ohdccoa	MNXM1091888	3oxo9ZhexadecenylCoA
205974: bigg.metabolite:	3ohdd4coa	MNXM1091889	3oxo4ZhexadecenylCoA
205977: bigg.metabolite:	3ohdd7coa	MNXM1091890	3oxo7ZhexadecenylCoA
205980: bigg.metabolite:	3ohpcoa	MNXM1091891	3oxoheptanoylCoA
205983: bigg.metabolite:	3olnlccoa	MNXM1091892	3oxo9Z12ZoctadecdienylCoA
205986: bigg.metabolite:	3ononacoa	MNXM1091893	3OxononanoylCoA
205989: bigg.metabolite:	3ooc5coa	MNXM1091894	3-oxo-(5Z)-octenoyl-CoA
205992: bigg.metabolite:	3ooc7coa	MNXM1091895	3-oxo-(7Z)-octenoyl-CoA
205995: bigg.metabolite:	3ood691215coa	MNXM1091896	3-oxo-(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA
205998: bigg.metabolite:	3ood6912coa	MNXM1091897	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA
206001: bigg.metabolite:	3ood91215coa	MNXM1091898	3-oxo-(9Z,12Z,15Z)-octadecatrienoyl-CoA
206004: bigg.metabolite:	3ood912coa	MNXM1091899	3-oxo-(9Z,12Z)-octadecadienoyl-CoA
206012: bigg.metabolite:	3ood9coa	MNXM1091900	3-oxo-(9Z)-octadecenoyl-CoA
206015: bigg.metabolite:	3oodACP	MNXM1091901	3-Oxooctodecanoyl-ACP
206018: bigg.metabolite:	3oodecoa	MNXM1091902	3oxo9ZoctadecenylCoA
206021: bigg.metabolite:	3opbcoa	MNXM1091903	3OxophenylbutanoylCoA
206024: bigg.metabolite:	3opdecacoa	MNXM1091904	3OxophenyldecanoylCoA
206027: bigg.metabolite:	3ophpcoa	MNXM1091905	3OxophenylheptanoylCoA
206030: bigg.metabolite:	3ophxacoa	MNXM1091906	3OxophenylhexanoylCoA
206033: bigg.metabolite:	3opnonacoa	MNXM1091907	3OxophenylnonanoylCoA
206036: bigg.metabolite:	3opoctacoa	MNXM1091908	3OxophenyloctanoylCoA
206039: bigg.metabolite:	3opptcoa	MNXM1091909	3OxophenylpentanoylCoA
206049: bigg.metabolite:	3optslacoa	MNXM1091910	3oxo6ZoctadecenylCoA
206052: bigg.metabolite:	3otd5811coa	MNXM1091911	3-oxo-(5Z,8Z,11Z)-tetradecatrienoyl-CoA
206055: bigg.metabolite:	3otd58coa	MNXM1091912	3-oxo-(5Z,8Z)-tetradecadienoyl-CoA
206058: bigg.metabolite:	3otd5coa	MNXM1091913	3-oxo-(5Z)-tetradecenoyl-CoA
206061: bigg.metabolite:	3otd71013coa	MNXM1091914	3-oxo-(7Z,10Z,13Z)-tetradecatrienoyl-CoA
206064: bigg.metabolite:	3otd710coa	MNXM1091915	3-oxo-(7Z,10Z)-tetradecadienoyl-CoA
206067: bigg.metabolite:	3otd7coa	MNXM1091916	3-oxo-(7Z)-tetradecenoyl-CoA
206070: bigg.metabolite:	3otdccoa	MNXM1091917	3oxo7ZtetradecenylCoA
206073: bigg.metabolite:	3ottccoa	MNXM1091918	3-oxo-tetracosanoyl-CoA
206076: bigg.metabolite:	3ovacccoa	MNXM1091919	3oxo11ZoctadecenylCoA
206079: bigg.metabolite:	3ovegACP	MNXM1091920	3-Oxo-veganoyl-ACP
206082: bigg.metabolite:	3oxddACP	MNXM1091921	3-oxododecanoyl-acp
206085: bigg.metabolite:	3oxddacp	MNXM1091922	3Oxododecanoylacylcarrierprotein
206088: bigg.metabolite:	3oxdeACP	MNXM1091923	3Oxodecanoylacylcarrierprotein
206091: bigg.metabolite:	3oxdeacp	MNXM1091924	3Oxodecanoylacylcarrierprotein
206094: bigg.metabolite:	3oxhACP	MNXM1091925	3Oxohexanoylacylcarrierprotein
206097: bigg.metabolite:	3oxhacp	MNXM1091926	3Oxohexanoylacylcarrierprotein
206100: bigg.metabolite:	3oxhdACP	MNXM1091927	3-oxohexadecanoyl-acp
